"subj" "activity" "feature" "value"
10 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0513
11 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0151
12 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0091
13 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0254
14 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0034
15 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0053
16 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0381
17 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0076
18 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0094
19 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0317
20 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0245
21 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.036
22 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0336
23 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0159
24 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0132
25 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0117
26 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0117
27 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0067
28 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0075
29 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0291
30 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0162
1 "LAYING" "tBodyAccJerk-std-X" -0.9585
2 "LAYING" "tBodyAccJerk-std-X" -0.9859
3 "LAYING" "tBodyAccJerk-std-X" -0.9809
4 "LAYING" "tBodyAccJerk-std-X" -0.9783
5 "LAYING" "tBodyAccJerk-std-X" -0.9833
6 "LAYING" "tBodyAccJerk-std-X" -0.9663
7 "LAYING" "tBodyAccJerk-std-X" -0.981
8 "LAYING" "tBodyAccJerk-std-X" -0.9733
9 "LAYING" "tBodyAccJerk-std-X" -0.9647
10 "LAYING" "tBodyAccJerk-std-X" -0.978
11 "LAYING" "tBodyAccJerk-std-X" -0.9853
12 "LAYING" "tBodyAccJerk-std-X" -0.9693
13 "LAYING" "tBodyAccJerk-std-X" -0.9854
14 "LAYING" "tBodyAccJerk-std-X" -0.9715
15 "LAYING" "tBodyAccJerk-std-X" -0.9817
16 "LAYING" "tBodyAccJerk-std-X" -0.9884
17 "LAYING" "tBodyAccJerk-std-X" -0.9815
18 "LAYING" "tBodyAccJerk-std-X" -0.9859
19 "LAYING" "tBodyAccJerk-std-X" -0.9836
20 "LAYING" "tBodyAccJerk-std-X" -0.9843
21 "LAYING" "tBodyAccJerk-std-X" -0.9848
22 "LAYING" "tBodyAccJerk-std-X" -0.9704
23 "LAYING" "tBodyAccJerk-std-X" -0.9864
24 "LAYING" "tBodyAccJerk-std-X" -0.9864
25 "LAYING" "tBodyAccJerk-std-X" -0.9733
26 "LAYING" "tBodyAccJerk-std-X" -0.9893
27 "LAYING" "tBodyAccJerk-std-X" -0.9865
28 "LAYING" "tBodyAccJerk-std-X" -0.9802
29 "LAYING" "tBodyAccJerk-std-X" -0.992
30 "LAYING" "tBodyAccJerk-std-X" -0.9775
1 "SITTING" "tBodyAccJerk-std-X" -0.9864
2 "SITTING" "tBodyAccJerk-std-X" -0.9881
3 "SITTING" "tBodyAccJerk-std-X" -0.9745
4 "SITTING" "tBodyAccJerk-std-X" -0.9767
5 "SITTING" "tBodyAccJerk-std-X" -0.9752
6 "SITTING" "tBodyAccJerk-std-X" -0.9699
7 "SITTING" "tBodyAccJerk-std-X" -0.9822
8 "SITTING" "tBodyAccJerk-std-X" -0.9852
9 "SITTING" "tBodyAccJerk-std-X" -0.9645
10 "SITTING" "tBodyAccJerk-std-X" -0.9889
11 "SITTING" "tBodyAccJerk-std-X" -0.9803
12 "SITTING" "tBodyAccJerk-std-X" -0.9765
13 "SITTING" "tBodyAccJerk-std-X" -0.9928
14 "SITTING" "tBodyAccJerk-std-X" -0.9809
15 "SITTING" "tBodyAccJerk-std-X" -0.9882
16 "SITTING" "tBodyAccJerk-std-X" -0.9909
17 "SITTING" "tBodyAccJerk-std-X" -0.9943
18 "SITTING" "tBodyAccJerk-std-X" -0.9916
19 "SITTING" "tBodyAccJerk-std-X" -0.987
20 "SITTING" "tBodyAccJerk-std-X" -0.9821
21 "SITTING" "tBodyAccJerk-std-X" -0.9894
22 "SITTING" "tBodyAccJerk-std-X" -0.9817
23 "SITTING" "tBodyAccJerk-std-X" -0.9846
24 "SITTING" "tBodyAccJerk-std-X" -0.9886
25 "SITTING" "tBodyAccJerk-std-X" -0.9923
26 "SITTING" "tBodyAccJerk-std-X" -0.9923
27 "SITTING" "tBodyAccJerk-std-X" -0.9907
28 "SITTING" "tBodyAccJerk-std-X" -0.9763
29 "SITTING" "tBodyAccJerk-std-X" -0.9935
30 "SITTING" "tBodyAccJerk-std-X" -0.9889
1 "STANDING" "tBodyAccJerk-std-X" -0.9946
2 "STANDING" "tBodyAccJerk-std-X" -0.9811
3 "STANDING" "tBodyAccJerk-std-X" -0.9571
4 "STANDING" "tBodyAccJerk-std-X" -0.9726
5 "STANDING" "tBodyAccJerk-std-X" -0.9626
6 "STANDING" "tBodyAccJerk-std-X" -0.9731
7 "STANDING" "tBodyAccJerk-std-X" -0.9764
8 "STANDING" "tBodyAccJerk-std-X" -0.9892
9 "STANDING" "tBodyAccJerk-std-X" -0.97
10 "STANDING" "tBodyAccJerk-std-X" -0.9643
11 "STANDING" "tBodyAccJerk-std-X" -0.9925
12 "STANDING" "tBodyAccJerk-std-X" -0.9724
13 "STANDING" "tBodyAccJerk-std-X" -0.9876
14 "STANDING" "tBodyAccJerk-std-X" -0.9782
15 "STANDING" "tBodyAccJerk-std-X" -0.9855
16 "STANDING" "tBodyAccJerk-std-X" -0.991
17 "STANDING" "tBodyAccJerk-std-X" -0.9921
18 "STANDING" "tBodyAccJerk-std-X" -0.9894
19 "STANDING" "tBodyAccJerk-std-X" -0.9848
20 "STANDING" "tBodyAccJerk-std-X" -0.9595
21 "STANDING" "tBodyAccJerk-std-X" -0.9771
22 "STANDING" "tBodyAccJerk-std-X" -0.9756
23 "STANDING" "tBodyAccJerk-std-X" -0.9831
24 "STANDING" "tBodyAccJerk-std-X" -0.9806
25 "STANDING" "tBodyAccJerk-std-X" -0.9883
26 "STANDING" "tBodyAccJerk-std-X" -0.9905
27 "STANDING" "tBodyAccJerk-std-X" -0.9876
28 "STANDING" "tBodyAccJerk-std-X" -0.9686
29 "STANDING" "tBodyAccJerk-std-X" -0.9937
30 "STANDING" "tBodyAccJerk-std-X" -0.9684
1 "WALKING" "tBodyAccJerk-std-X" -0.1136
2 "WALKING" "tBodyAccJerk-std-X" -0.2775
3 "WALKING" "tBodyAccJerk-std-X" -0.2687
4 "WALKING" "tBodyAccJerk-std-X" -0.297
5 "WALKING" "tBodyAccJerk-std-X" -0.3029
6 "WALKING" "tBodyAccJerk-std-X" -0.1328
7 "WALKING" "tBodyAccJerk-std-X" -0.346
8 "WALKING" "tBodyAccJerk-std-X" -0.2587
9 "WALKING" "tBodyAccJerk-std-X" -0.2067
10 "WALKING" "tBodyAccJerk-std-X" -0.0522
11 "WALKING" "tBodyAccJerk-std-X" -0.4285
12 "WALKING" "tBodyAccJerk-std-X" -0.0135
13 "WALKING" "tBodyAccJerk-std-X" -0.2209
14 "WALKING" "tBodyAccJerk-std-X" -0.4545
15 "WALKING" "tBodyAccJerk-std-X" -0.3732
16 "WALKING" "tBodyAccJerk-std-X" -0.3962
17 "WALKING" "tBodyAccJerk-std-X" -0.3555
18 "WALKING" "tBodyAccJerk-std-X" -0.3681
19 "WALKING" "tBodyAccJerk-std-X" 0.1103
20 "WALKING" "tBodyAccJerk-std-X" -0.0906
21 "WALKING" "tBodyAccJerk-std-X" -0.1149
22 "WALKING" "tBodyAccJerk-std-X" 0.0359
23 "WALKING" "tBodyAccJerk-std-X" -0.2293
24 "WALKING" "tBodyAccJerk-std-X" -0.4859
25 "WALKING" "tBodyAccJerk-std-X" -0.6076
26 "WALKING" "tBodyAccJerk-std-X" -0.3285
27 "WALKING" "tBodyAccJerk-std-X" -0.3162
28 "WALKING" "tBodyAccJerk-std-X" -0.3357
29 "WALKING" "tBodyAccJerk-std-X" -0.2214
30 "WALKING" "tBodyAccJerk-std-X" -0.3744
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.0123
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.1472
3 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.0858
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.1458
5 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.0322
6 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.1653
7 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.0285
8 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.2501
9 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.0176
10 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.2233
11 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.0834
12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.0063
13 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.0741
14 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.013
15 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.1346
16 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.1012
17 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.1034
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.3872
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.5443
20 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.1357
21 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.0021
22 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.0869
23 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.1989
24 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.3372
25 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.502
26 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.1281
27 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.0036
28 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.0168
29 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.024
30 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.2266
1 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.4468
2 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.2761
3 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.4584
4 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.3805
5 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.2239
6 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.1803
7 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.4152
8 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.1866
9 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.3353
10 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.1872
11 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.453
12 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.3599
13 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.4873
14 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.3688
15 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.1869
16 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.5211
17 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.2927
18 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.5632
19 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.1743
20 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.1857
21 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.4241
22 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.0085
23 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.3654
24 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.4988
25 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.6636
26 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.2909
27 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.4681
28 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.3127
29 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.1824
30 "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.5354
1 "LAYING" "tBodyAccJerk-std-Y" -0.9241
2 "LAYING" "tBodyAccJerk-std-Y" -0.9832
3 "LAYING" "tBodyAccJerk-std-Y" -0.9687
4 "LAYING" "tBodyAccJerk-std-Y" -0.9422
5 "LAYING" "tBodyAccJerk-std-Y" -0.9646
6 "LAYING" "tBodyAccJerk-std-Y" -0.9337
7 "LAYING" "tBodyAccJerk-std-Y" -0.9731
8 "LAYING" "tBodyAccJerk-std-Y" -0.9765
9 "LAYING" "tBodyAccJerk-std-Y" -0.964
10 "LAYING" "tBodyAccJerk-std-Y" -0.9669
11 "LAYING" "tBodyAccJerk-std-Y" -0.9728
12 "LAYING" "tBodyAccJerk-std-Y" -0.9626
13 "LAYING" "tBodyAccJerk-std-Y" -0.9802
14 "LAYING" "tBodyAccJerk-std-Y" -0.9681
15 "LAYING" "tBodyAccJerk-std-Y" -0.9709
16 "LAYING" "tBodyAccJerk-std-Y" -0.9849
17 "LAYING" "tBodyAccJerk-std-Y" -0.977
18 "LAYING" "tBodyAccJerk-std-Y" -0.9856
19 "LAYING" "tBodyAccJerk-std-Y" -0.9745
20 "LAYING" "tBodyAccJerk-std-Y" -0.977
21 "LAYING" "tBodyAccJerk-std-Y" -0.9716
22 "LAYING" "tBodyAccJerk-std-Y" -0.9552
23 "LAYING" "tBodyAccJerk-std-Y" -0.9886
24 "LAYING" "tBodyAccJerk-std-Y" -0.9824
25 "LAYING" "tBodyAccJerk-std-Y" -0.9457
26 "LAYING" "tBodyAccJerk-std-Y" -0.9872
27 "LAYING" "tBodyAccJerk-std-Y" -0.9852
28 "LAYING" "tBodyAccJerk-std-Y" -0.9787
29 "LAYING" "tBodyAccJerk-std-Y" -0.9895
30 "LAYING" "tBodyAccJerk-std-Y" -0.971
1 "SITTING" "tBodyAccJerk-std-Y" -0.9814
2 "SITTING" "tBodyAccJerk-std-Y" -0.978
3 "SITTING" "tBodyAccJerk-std-Y" -0.9536
4 "SITTING" "tBodyAccJerk-std-Y" -0.9446
5 "SITTING" "tBodyAccJerk-std-Y" -0.9528
6 "SITTING" "tBodyAccJerk-std-Y" -0.9451
7 "SITTING" "tBodyAccJerk-std-Y" -0.9695
8 "SITTING" "tBodyAccJerk-std-Y" -0.9808
9 "SITTING" "tBodyAccJerk-std-Y" -0.9568
10 "SITTING" "tBodyAccJerk-std-Y" -0.9808
11 "SITTING" "tBodyAccJerk-std-Y" -0.9668
12 "SITTING" "tBodyAccJerk-std-Y" -0.964
13 "SITTING" "tBodyAccJerk-std-Y" -0.9843
14 "SITTING" "tBodyAccJerk-std-Y" -0.9678
15 "SITTING" "tBodyAccJerk-std-Y" -0.9781
16 "SITTING" "tBodyAccJerk-std-Y" -0.9818
17 "SITTING" "tBodyAccJerk-std-Y" -0.9886
18 "SITTING" "tBodyAccJerk-std-Y" -0.984
19 "SITTING" "tBodyAccJerk-std-Y" -0.9793
20 "SITTING" "tBodyAccJerk-std-Y" -0.9709
21 "SITTING" "tBodyAccJerk-std-Y" -0.979
22 "SITTING" "tBodyAccJerk-std-Y" -0.9648
23 "SITTING" "tBodyAccJerk-std-Y" -0.978
24 "SITTING" "tBodyAccJerk-std-Y" -0.9796
25 "SITTING" "tBodyAccJerk-std-Y" -0.9829
26 "SITTING" "tBodyAccJerk-std-Y" -0.9862
27 "SITTING" "tBodyAccJerk-std-Y" -0.9851
28 "SITTING" "tBodyAccJerk-std-Y" -0.9622
29 "SITTING" "tBodyAccJerk-std-Y" -0.9841
30 "SITTING" "tBodyAccJerk-std-Y" -0.9804
1 "STANDING" "tBodyAccJerk-std-Y" -0.9856
2 "STANDING" "tBodyAccJerk-std-Y" -0.9711
3 "STANDING" "tBodyAccJerk-std-Y" -0.9417
4 "STANDING" "tBodyAccJerk-std-Y" -0.9384
5 "STANDING" "tBodyAccJerk-std-Y" -0.9312
6 "STANDING" "tBodyAccJerk-std-Y" -0.9494
7 "STANDING" "tBodyAccJerk-std-Y" -0.9658
8 "STANDING" "tBodyAccJerk-std-Y" -0.9764
9 "STANDING" "tBodyAccJerk-std-Y" -0.9638
10 "STANDING" "tBodyAccJerk-std-Y" -0.9413
11 "STANDING" "tBodyAccJerk-std-Y" -0.9794
12 "STANDING" "tBodyAccJerk-std-Y" -0.9532
13 "STANDING" "tBodyAccJerk-std-Y" -0.9777
14 "STANDING" "tBodyAccJerk-std-Y" -0.9664
15 "STANDING" "tBodyAccJerk-std-Y" -0.9677
16 "STANDING" "tBodyAccJerk-std-Y" -0.9826
17 "STANDING" "tBodyAccJerk-std-Y" -0.9867
18 "STANDING" "tBodyAccJerk-std-Y" -0.9753
19 "STANDING" "tBodyAccJerk-std-Y" -0.9705
20 "STANDING" "tBodyAccJerk-std-Y" -0.9356
21 "STANDING" "tBodyAccJerk-std-Y" -0.9639
22 "STANDING" "tBodyAccJerk-std-Y" -0.9523
23 "STANDING" "tBodyAccJerk-std-Y" -0.9752
24 "STANDING" "tBodyAccJerk-std-Y" -0.9677
25 "STANDING" "tBodyAccJerk-std-Y" -0.9723
26 "STANDING" "tBodyAccJerk-std-Y" -0.9759
27 "STANDING" "tBodyAccJerk-std-Y" -0.9758
28 "STANDING" "tBodyAccJerk-std-Y" -0.9338
29 "STANDING" "tBodyAccJerk-std-Y" -0.9833
30 "STANDING" "tBodyAccJerk-std-Y" -0.9573
1 "WALKING" "tBodyAccJerk-std-Y" 0.067
2 "WALKING" "tBodyAccJerk-std-Y" -0.0166
3 "WALKING" "tBodyAccJerk-std-Y" -0.045
4 "WALKING" "tBodyAccJerk-std-Y" -0.2212
5 "WALKING" "tBodyAccJerk-std-Y" -0.091
6 "WALKING" "tBodyAccJerk-std-Y" 0.0081
7 "WALKING" "tBodyAccJerk-std-Y" -0.0547
8 "WALKING" "tBodyAccJerk-std-Y" 0.234
9 "WALKING" "tBodyAccJerk-std-Y" -0.2769
10 "WALKING" "tBodyAccJerk-std-Y" 0.0751
11 "WALKING" "tBodyAccJerk-std-Y" -0.1814
12 "WALKING" "tBodyAccJerk-std-Y" -0.0894
13 "WALKING" "tBodyAccJerk-std-Y" 0.0565
14 "WALKING" "tBodyAccJerk-std-Y" -0.3443
15 "WALKING" "tBodyAccJerk-std-Y" -0.0319
16 "WALKING" "tBodyAccJerk-std-Y" -0.4256
17 "WALKING" "tBodyAccJerk-std-Y" -0.0935
18 "WALKING" "tBodyAccJerk-std-Y" -0.3202
19 "WALKING" "tBodyAccJerk-std-Y" 0.0809
20 "WALKING" "tBodyAccJerk-std-Y" 0.2443
21 "WALKING" "tBodyAccJerk-std-Y" -0.0347
22 "WALKING" "tBodyAccJerk-std-Y" 0.2255
23 "WALKING" "tBodyAccJerk-std-Y" -0.0805
24 "WALKING" "tBodyAccJerk-std-Y" -0.3022
25 "WALKING" "tBodyAccJerk-std-Y" -0.3826
26 "WALKING" "tBodyAccJerk-std-Y" -0.2619
27 "WALKING" "tBodyAccJerk-std-Y" -0.1041
28 "WALKING" "tBodyAccJerk-std-Y" -0.2201
29 "WALKING" "tBodyAccJerk-std-Y" -0.0872
30 "WALKING" "tBodyAccJerk-std-Y" -0.2707
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.1016
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.1268
3 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.1114
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.1462
5 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.0474
6 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.2765
7 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.2963
8 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.2881
9 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.3094
10 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.105
11 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.1268
12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.0629
13 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.149
14 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.1928
15 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.0158
16 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.2617
17 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.3041
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.447
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.3553
20 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.2897
21 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.0796
22 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.0199
23 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.0883
24 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.1693
25 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.3717
26 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.0864
27 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.1385
28 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.0266
29 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.0773
30 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.1947
1 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.3783
2 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.1856
3 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.2517
4 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.2815
5 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.125
6 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.0414
7 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.5199
8 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.0124
9 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.5861
10 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.1778
11 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.4281
12 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.3113
13 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.3233
14 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.3364
15 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.3119
16 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.4256
17 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.3498
18 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.5679
19 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.0129
20 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.2608
21 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.2032
22 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.0576
23 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.3282
24 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.5152
25 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.6271
26 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.3998
27 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.4268
28 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.3316
29 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.3886
30 "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.5872
1 "LAYING" "tBodyAccJerk-std-Z" -0.9549
2 "LAYING" "tBodyAccJerk-std-Z" -0.9884
3 "LAYING" "tBodyAccJerk-std-Z" -0.9821
4 "LAYING" "tBodyAccJerk-std-Z" -0.9785
5 "LAYING" "tBodyAccJerk-std-Z" -0.9854
6 "LAYING" "tBodyAccJerk-std-Z" -0.9596
7 "LAYING" "tBodyAccJerk-std-Z" -0.973
8 "LAYING" "tBodyAccJerk-std-Z" -0.9661
9 "LAYING" "tBodyAccJerk-std-Z" -0.9586
10 "LAYING" "tBodyAccJerk-std-Z" -0.9763
11 "LAYING" "tBodyAccJerk-std-Z" -0.9821
12 "LAYING" "tBodyAccJerk-std-Z" -0.9706
13 "LAYING" "tBodyAccJerk-std-Z" -0.9831
14 "LAYING" "tBodyAccJerk-std-Z" -0.9724
15 "LAYING" "tBodyAccJerk-std-Z" -0.9784
16 "LAYING" "tBodyAccJerk-std-Z" -0.9876
17 "LAYING" "tBodyAccJerk-std-Z" -0.9828
18 "LAYING" "tBodyAccJerk-std-Z" -0.9907
19 "LAYING" "tBodyAccJerk-std-Z" -0.9883
20 "LAYING" "tBodyAccJerk-std-Z" -0.985
21 "LAYING" "tBodyAccJerk-std-Z" -0.984
22 "LAYING" "tBodyAccJerk-std-Z" -0.9745
23 "LAYING" "tBodyAccJerk-std-Z" -0.9847
24 "LAYING" "tBodyAccJerk-std-Z" -0.9831
25 "LAYING" "tBodyAccJerk-std-Z" -0.9678
26 "LAYING" "tBodyAccJerk-std-Z" -0.9891
27 "LAYING" "tBodyAccJerk-std-Z" -0.9897
28 "LAYING" "tBodyAccJerk-std-Z" -0.9731
29 "LAYING" "tBodyAccJerk-std-Z" -0.9933
30 "LAYING" "tBodyAccJerk-std-Z" -0.9795
1 "SITTING" "tBodyAccJerk-std-Z" -0.9879
2 "SITTING" "tBodyAccJerk-std-Z" -0.9875
3 "SITTING" "tBodyAccJerk-std-Z" -0.9747
4 "SITTING" "tBodyAccJerk-std-Z" -0.979
5 "SITTING" "tBodyAccJerk-std-Z" -0.9734
6 "SITTING" "tBodyAccJerk-std-Z" -0.9586
7 "SITTING" "tBodyAccJerk-std-Z" -0.9723
8 "SITTING" "tBodyAccJerk-std-Z" -0.9853
9 "SITTING" "tBodyAccJerk-std-Z" -0.9619
10 "SITTING" "tBodyAccJerk-std-Z" -0.9883
11 "SITTING" "tBodyAccJerk-std-Z" -0.9834
12 "SITTING" "tBodyAccJerk-std-Z" -0.9791
13 "SITTING" "tBodyAccJerk-std-Z" -0.9876
14 "SITTING" "tBodyAccJerk-std-Z" -0.9761
15 "SITTING" "tBodyAccJerk-std-Z" -0.987
